□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다.,,,,,,,,,,,,,,
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다.",,,,,,,,,,,,,,
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)",,,,,,,,,,,,,,
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다.",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 주택거래신고 1588-0149/주택임대차신고 1533-2949로 연락 주시기 바랍니다.,,,,,,,,,,,,,,
□ 검색조건,,,,,,,,,,,,,,
계약일자 : 20190301 ~ 20190331,,,,,,,,,,,,,,
실거래구분 : 아파트(매매),,,,,,,,,,,,,,
주소구분 : 도로명주소,,,,,,,,,,,,,,
시도 : 전체,,,,,,,,,,,,,,
시군구 : 전체,,,,,,,,,,,,,,
도로명 : 전체,,,,,,,,,,,,,,
면적 : 전체,,,,,,,,,,,,,,
금액선택 : 전체,,,,,,,,,,,,,,
시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
경기도 안양동안구 호계동,819-2,819,2,휴먼빌,84.96,201903,15,"30,000",15,2000,호성로 37,,-,-
경기도 안양동안구 호계동,927,927,0,흥화,59.91,201903,19,"31,000",10,1999,귀인로98번길 13,,-,-
경기도 안양동안구 호계동,337,337,0,흥화브라운빌,84.91,201903,25,"35,500",8,2005,경수대로623번길 60,,-,-
경기도 안양만안구 박달동,149-1,149,1,금호타운,59.31,201903,5,"20,200",1,1996,삼봉로 61,,-,-
경기도 안양만안구 박달동,149-1,149,1,금호타운,84.897,201903,12,"29,500",18,1996,삼봉로 61,,-,-
경기도 안양만안구 박달동,616-9,616,9,대림한숲타운,84.988,201903,27,"32,000",7,2001,박달로 344,,-,-
경기도 안양만안구 박달동,Jul-57,57,7,서광아침의빛,84.111,201903,13,"28,000",5,2007,양화로136번길 28,,-,-
경기도 안양만안구 박달동,152,152,0,신안,88.11,201903,2,"29,700",14,1991,박달로 420,,-,-
경기도 안양만안구 박달동,111-1,111,1,신한,74.43,201903,23,"31,000",5,1986,박달로479번길 31,,-,-
경기도 안양만안구 박달동,85,85,0,우성,72.94,201903,12,"29,000",5,1990,박달로498번길 28,,-,-
경기도 안양만안구 박달동,114,114,0,한라비발디,59.91,201903,3,"32,600",9,2000,박달로 453,,-,-
경기도 안양만안구 박달동,114,114,0,한라비발디,59.91,201903,8,"33,700",5,2000,박달로 453,,-,-
경기도 안양만안구 박달동,114,114,0,한라비발디,84.68,201903,8,"41,450",18,2000,박달로 453,,-,-
경기도 안양만안구 박달동,114,114,0,한라비발디,84.68,201903,9,"40,000",11,2000,박달로 453,,-,-
경기도 안양만안구 박달동,114,114,0,한라비발디,59.91,201903,11,"31,200",14,2000,박달로 453,,-,-
경기도 안양만안구 박달동,114,114,0,한라비발디,175.236,201903,13,"47,000",1,2000,박달로 453,,-,-
경기도 안양만안구 박달동,114,114,0,한라비발디,175.236,201903,13,"55,500",17,2000,박달로 453,,-,-
경기도 안양만안구 박달동,114,114,0,한라비발디,59.91,201903,23,"33,300",13,2000,박달로 453,,-,-
경기도 안양만안구 박달동,114,114,0,한라비발디,59.91,201903,23,"30,500",1,2000,박달로 453,,-,-
경기도 안양만안구 박달동,34,34,0,한신휴플러스2차,59.8732,201903,29,"32,000",3,2006,박달로507번길 57,,-,-
경기도 안양만안구 박달동,939,939,0,한양수자인에듀파크,84.997,201903,7,"45,000",1,2017,충훈로 14,,-,-
경기도 안양만안구 박달동,607-1,607,1,한일유앤아이,84.9886,201903,2,"40,000",12,2005,박달로 403,,-,-
경기도 안양만안구 석수동,166,166,0,관악산현대홈타운,84.404,201903,11,"53,400",8,2001,경수대로1244번길 48,,-,-
경기도 안양만안구 석수동,166,166,0,관악산현대홈타운,84.404,201903,12,"49,400",2,2001,경수대로1244번길 48,,-,-
경기도 안양만안구 석수동,166,166,0,관악산현대홈타운,84.404,201903,16,"52,900",5,2001,경수대로1244번길 48,,-,-
경기도 안양만안구 석수동,101-16,101,16,관악역이안,84.8912,201903,9,"42,500",4,2010,경수대로1290번길 15,,-,-
경기도 안양만안구 석수동,101-16,101,16,관악역이안,121.7341,201903,12,"49,700",4,2010,경수대로1290번길 15,,-,-
경기도 안양만안구 석수동,101-16,101,16,관악역이안,84.9997,201903,31,"42,000",8,2010,경수대로1290번길 15,,-,-
경기도 안양만안구 석수동,417-3,417,3,두산위브아파트,132.967,201903,11,"71,500",6,2010,연현로79번길 20,,-,-
경기도 안양만안구 석수동,417-3,417,3,두산위브아파트,132.967,201903,13,"71,000",5,2010,연현로79번길 20,,-,-
경기도 안양만안구 석수동,417-3,417,3,두산위브아파트,132.505,201903,17,"65,000",2,2010,연현로79번길 20,,-,-
경기도 안양만안구 석수동,296,296,0,럭키,58.68,201903,18,"25,100",1,1987,석수로 40,,-,-
경기도 안양만안구 석수동,296,296,0,럭키,76.61,201903,18,"35,000",11,1987,석수로 40,,-,-
경기도 안양만안구 석수동,275-2,275,2,무림,56.19,201903,2,"27,450",3,1983,석천로197번길 52,,-,-
경기도 안양만안구 석수동,275-2,275,2,무림,56.19,201903,18,"26,400",4,1983,석천로197번길 52,,-,-
경기도 안양만안구 석수동,308-5,308,5,석수,56.7,201903,24,"20,500",1,1982,석수로6번길 55,,-,-
경기도 안양만안구 석수동,182-2,182,2,석수e-편한세상,84.87,201903,8,"43,000",14,2002,경수대로 1193,,-,-
경기도 안양만안구 석수동,182-2,182,2,석수e-편한세상,84.87,201903,9,"45,000",14,2002,경수대로 1193,,-,-
경기도 안양만안구 석수동,182-2,182,2,석수e-편한세상,84.87,201903,23,"46,000",22,2002,경수대로 1193,,-,-
경기도 안양만안구 석수동,182-2,182,2,석수e-편한세상,84.87,201903,29,"46,250",15,2002,경수대로 1193,,-,-
경기도 안양만안구 석수동,484,484,0,석수엘지빌리지,79.56,201903,6,"45,500",1,2001,연현로79번길 105,,-,-
경기도 안양만안구 석수동,484,484,0,석수엘지빌리지,79.56,201903,9,"49,000",9,2001,연현로79번길 84,,-,-
경기도 안양만안구 석수동,484,484,0,석수엘지빌리지,55.54,201903,11,"38,500",3,2001,연현로79번길 57,,-,-
경기도 안양만안구 석수동,484,484,0,석수엘지빌리지,55.54,201903,16,"39,000",1,2001,연현로79번길 56,,-,-
경기도 안양만안구 석수동,484,484,0,석수엘지빌리지,79.56,201903,18,"53,000",4,2001,연현로79번길 57,,-,-
경기도 안양만안구 석수동,484,484,0,석수엘지빌리지,55.54,201903,25,"43,000",6,2001,연현로79번길 56,,-,-
경기도 안양만안구 석수동,374-5,374,5,석수역푸르지오,84.983,201903,9,"60,000",9,2009,삼성산길 8,,-,-
경기도 안양만안구 석수동,864,864,0,석수지웰아파트,84.979,201903,4,"53,000",7,2016,삼성산길 26,,-,-
경기도 안양만안구 석수동,269-17,269,17,신흥,70.039,201903,22,"28,000",2,2003,만안로 429,,-,-
경기도 안양만안구 석수동,485-8,485,8,안양석수하우스토리아파트,84.8317,201903,20,"47,000",10,2011,연현로 29,,-,-
경기도 안양만안구 석수동,805,805,0,주공그린빌,59.92,201903,6,"42,800",14,2003,삼막로 12,,-,-
경기도 안양만안구 석수동,786,786,0,코오롱하늘채,128.934,201903,7,"55,200",18,2010,충훈로 92,,-,-
경기도 안양만안구 석수동,786,786,0,코오롱하늘채,84.741,201903,9,"44,500",16,2010,충훈로 92,,-,-
경기도 안양만안구 석수동,786,786,0,코오롱하늘채,84.558,201903,10,"45,700",11,2010,충훈로90번길 10,,-,-
경기도 안양만안구 석수동,417-1,417,1,한양수자인,84.579,201903,27,"53,000",5,2009,연현로 79,,-,-
경기도 안양만안구 석수동,794,794,0,현대아이파크,84.998,201903,7,"48,500",20,2009,충훈로 52,,-,-
경기도 안양만안구 석수동,275-1,275,1,현대아파트,114.93,201903,22,"53,000",12,1999,안양로532번길 12,,-,-
경기도 안양만안구 석수동,275-1,275,1,현대아파트,84.87,201903,23,"40,000",8,1999,안양로532번길 12,,-,-
경기도 안양만안구 안양동,688-16,688,16,금산트윈스빌(688),62.72,201903,1,"32,000",8,2002,안양로384번길 82-8,,-,-
경기도 안양만안구 안양동,1024-1,1024,1,뉴골든,55.86,201903,19,"19,000",1,1988,병목안로 129-27,,-,-
경기도 안양만안구 안양동,70,70,0,대우,84.14,201903,24,"29,500",2,1991,경수대로1001번길 116,,-,-
경기도 안양만안구 안양동,70,70,0,대우,84.14,201903,28,"30,900",15,1991,경수대로1001번길 116,,-,-
경기도 안양만안구 안양동,397-10,397,10,더베이프리미엄아파트,62.85,201903,4,"31,100",8,2018,현충로24번길 14,,-,-
경기도 안양만안구 안양동,397-10,397,10,더베이프리미엄아파트,61.88,201903,6,"31,000",9,2018,현충로24번길 14,,-,-
경기도 안양만안구 안양동,397-10,397,10,더베이프리미엄아파트,61.88,201903,9,"30,900",13,2018,현충로24번길 14,,-,-
경기도 안양만안구 안양동,1393,1393,0,래미안안양메가트리아,84.7,201903,9,"65,000",18,2016,안양천서로 177,,-,-
경기도 안양만안구 안양동,1393,1393,0,래미안안양메가트리아,139.57,201903,12,"84,000",29,2016,안양천서로 177,,-,-
경기도 안양만안구 안양동,1393,1393,0,래미안안양메가트리아,84.7,201903,12,"63,000",5,2016,안양천서로 177,,-,-
경기도 안양만안구 안양동,1393,1393,0,래미안안양메가트리아,84.7,201903,20,"64,500",9,2016,안양천서로 177,,-,-
경기도 안양만안구 안양동,1393,1393,0,래미안안양메가트리아,84.7,201903,21,"69,500",17,2016,안양천서로 177,,-,-
경기도 안양만안구 안양동,1393,1393,0,래미안안양메가트리아,59.75,201903,23,"53,000",16,2016,안양천서로 177,,-,-
경기도 안양만안구 안양동,1393,1393,0,래미안안양메가트리아,84.7,201903,31,"65,700",19,2016,안양천서로 177,,-,-
경기도 안양만안구 안양동,815-13,815,13,미래엠피아,68.89,201903,13,"25,700",10,2003,만안로 272,,-,-
경기도 안양만안구 안양동,Jan-32,32,1,삼성,84.99,201903,9,"35,500",14,1994,예술공원로 59,,-,-
경기도 안양만안구 안양동,Jan-90,90,1,삼성래미안,79.2856,201903,15,"50,000",16,2002,안양천서로 311,,-,-
경기도 안양만안구 안양동,Jan-90,90,1,삼성래미안,79.3188,201903,20,"46,000",4,2002,안양천서로 311,,-,-
경기도 안양만안구 안양동,Jan-90,90,1,삼성래미안,79.3188,201903,26,"48,000",25,2002,안양천서로 311,,-,-
경기도 안양만안구 안양동,436-1,436,1,삼익,76.43,201903,23,"22,300",5,1978,만안로91번길 13,,-,-
경기도 안양만안구 안양동,377-1,377,1,삼호수정,57.84,201903,8,"23,300",9,1996,안양로13번길 11,,-,-
경기도 안양만안구 안양동,767,767,0,성원1,84.93,201903,3,"39,200",19,1995,병목안로 81,,-,-
경기도 안양만안구 안양동,767,767,0,성원1,84.93,201903,17,"38,300",5,1995,병목안로 81,,-,-
경기도 안양만안구 안양동,767,767,0,성원1,84.93,201903,31,"39,750",17,1995,병목안로 81,,-,-
경기도 안양만안구 안양동,618-77,618,77,성원5차,60,201903,4,"23,600",10,1997,현충로 102,,-,-
경기도 안양만안구 안양동,618-77,618,77,성원5차,60,201903,11,"24,000",9,1997,현충로 102,,-,-
경기도 안양만안구 안양동,618-77,618,77,성원5차,60,201903,26,"23,500",5,1997,현충로 102,,-,-
경기도 안양만안구 안양동,709-16,709,16,성원상떼빌,111.348,201903,23,"46,500",7,2006,장내로 76,,-,-
경기도 안양만안구 안양동,709-16,709,16,성원상떼빌,84.986,201903,23,"42,150",20,2006,장내로 76,,-,-
경기도 안양만안구 안양동,709-16,709,16,성원상떼빌,84.986,201903,23,"41,500",2,2006,장내로 76,,-,-
경기도 안양만안구 안양동,708-196,708,196,수리산성원상떼빌2차,84.986,201903,19,"33,000",1,2007,삼덕로63번길 32,,-,-
경기도 안양만안구 안양동,1060,1060,0,수리산현대(1060),84.497,201903,6,"29,500",9,2001,창박로 30,,-,-
경기도 안양만안구 안양동,1062-2,1062,2,수리산현대(1062-2),122.733,201903,16,"41,500",10,2001,창박로 17,,-,-
경기도 안양만안구 안양동,Feb-44,44,2,신라,42.845,201903,9,"15,500",3,1983,예술공원로64번길 28,,-,-
경기도 안양만안구 안양동,688-55,688,55,써니타운,20.07,201903,18,"17,000",10,2015,만안로 275,,-,-
경기도 안양만안구 안양동,689-27,689,27,안양(689-27),81.39,201903,1,"24,250",7,2002,안양로340번길 19,,-,-
경기도 안양만안구 안양동,78,78,0,안양동경남아너스빌,84.942,201903,5,"36,800",5,2001,태평로 214,,-,-
경기도 안양만안구 안양동,78,78,0,안양동경남아너스빌,59.91,201903,23,"32,800",8,2001,태평로 214,,-,-
경기도 안양만안구 안양동,735,735,0,우성1차,55.02,201903,28,"18,500",5,1988,능곡로 36,,-,-
경기도 안양만안구 안양동,735,735,0,우성1차,55.02,201903,28,"19,000",3,1988,능곡로 36,,-,-
경기도 안양만안구 안양동,522-9,522,9,우양파크빌,84.9892,201903,12,"34,800",9,2002,문예로 27,,-,-
경기도 안양만안구 안양동,622-43,622,43,원평노블레스,33.924,201903,28,"14,000",7,2014,장내로150번길 53,,-,-
경기도 안양만안구 안양동,782-15,782,15,유일보노빌,16.22,201903,20,"9,300",7,2013,병목안로 16,,-,-
경기도 안양만안구 안양동,911-1,911,1,정우,63.64,201903,15,"20,000",11,1985,양화로 53,,-,-
경기도 안양만안구 안양동,911-1,911,1,정우,63.64,201903,23,"21,200",8,1985,양화로 53,,-,-
경기도 안양만안구 안양동,911-1,911,1,정우,63.64,201903,25,"20,000",8,1985,양화로 53,,-,-
경기도 안양만안구 안양동,908-4,908,4,진흥,75.48,201903,16,"25,300",9,1987,양화로71번길 24,,-,-
경기도 안양만안구 안양동,908-4,908,4,진흥,67.68,201903,29,"22,500",1,1987,양화로71번길 24,,-,-
경기도 안양만안구 안양동,Mar-97,97,3,진흥(97-3),65.43,201903,14,"38,200",1,1983,안양천서로 245,,-,-
경기도 안양만안구 안양동,Mar-97,97,3,진흥(97-3),43.59,201903,20,"35,000",3,1983,안양천서로 245,,-,-
경기도 안양만안구 안양동,Mar-97,97,3,진흥(97-3),79.37,201903,21,"39,500",5,1983,안양천서로 245,,-,-
경기도 안양만안구 안양동,Mar-97,97,3,진흥(97-3),84.16,201903,25,"52,000",2,1983,안양천서로 245,,-,-
경기도 안양만안구 안양동,762-2,762,2,프라자,54.54,201903,1,"23,500",8,1987,병목안로 103,,-,-
경기도 안양만안구 안양동,762-2,762,2,프라자,75.42,201903,3,"30,400",13,1987,병목안로 103,,-,-
경기도 안양만안구 안양동,762-2,762,2,프라자,54.54,201903,8,"24,500",10,1987,병목안로 103,,-,-
경기도 안양만안구 안양동,762-2,762,2,프라자,84.85,201903,8,"33,500",14,1987,병목안로 103,,-,-
경기도 안양만안구 안양동,762-2,762,2,프라자,54.54,201903,8,"25,000",7,1987,병목안로 103,,-,-
경기도 안양만안구 안양동,762-2,762,2,프라자,54.54,201903,9,"25,200",14,1987,병목안로 103,,-,-
경기도 안양만안구 안양동,762-2,762,2,프라자,75.42,201903,15,"30,000",7,1987,병목안로 103,,-,-
경기도 안양만안구 안양동,762-2,762,2,프라자,75.42,201903,23,"30,500",13,1987,병목안로 103,,-,-
경기도 안양만안구 안양동,426-33,426,33,한솔(104동),78.96,201903,16,"31,500",3,2004,소곡로20번길 18,,-,-
경기도 안양만안구 안양동,May-46,46,5,향림,47.31,201903,25,"11,500",5,1981,예술공원로70번길 61,,-,-
경기도 안양만안구 안양동,Apr-88,88,4,헤븐리치더퍼스트294,13.05,201903,2,"10,000",7,2018,만안로 254,,-,-
경기도 안양만안구 안양동,976-6,976,6,효성화운트빌,84.771,201903,16,"31,800",6,2003,병목안로130번길 83,,-,-
경기도 안양만안구 안양동,976-6,976,6,효성화운트빌,84.771,201903,31,"30,500",18,2003,병목안로130번길 83,,-,-
경기도 안양만안구 안양동,716-5,716,5,흥화,76.44,201903,12,"29,500",10,1996,장내로 56,,-,-
경기도 안양만안구 안양동,716-5,716,5,흥화,59.97,201903,22,"24,500",12,1996,장내로 56,,-,-
경기도 양주시 고암동,582,582,0,덕정중흥에스클래스,117.8082,201903,4,"31,600",19,2011,고암길 200-8,,-,-
경기도 양주시 고암동,122,122,0,동안마을(주공3단지),59.27,201903,8,"17,000",16,2001,고암길 275,,-,-
경기도 양주시 고암동,122,122,0,동안마을(주공3단지),83.44,201903,8,"17,700",3,2001,고암길 275,,-,-
경기도 양주시 고암동,122,122,0,동안마을(주공3단지),83.44,201903,16,"17,500",14,2001,고암길 275,,-,-
경기도 양주시 고암동,121-2,121,2,주원마을(주공2단지),59.42,201903,1,"12,800",1,2000,고암길 306-40,,-,-
경기도 양주시 고암동,121-2,121,2,주원마을(주공2단지),49.71,201903,8,"13,300",8,2000,고암길 306-40,,-,-
경기도 양주시 고암동,121-2,121,2,주원마을(주공2단지),59.42,201903,9,"15,400",6,2000,고암길 306-40,,-,-
경기도 양주시 고암동,121-2,121,2,주원마을(주공2단지),59.42,201903,10,"15,700",5,2000,고암길 306-40,,-,-
경기도 양주시 고암동,121-2,121,2,주원마을(주공2단지),59.42,201903,21,"14,400",16,2000,고암길 306-40,,-,-
경기도 양주시 고암동,121-2,121,2,주원마을(주공2단지),49.71,201903,26,"12,800",11,2000,고암길 306-40,,-,-
경기도 양주시 고암동,121-2,121,2,주원마을(주공2단지),59.42,201903,28,"16,000",16,2000,고암길 306-40,,-,-
경기도 양주시 고암동,583,583,0,하늘빛마을,84.94,201903,4,"21,350",9,2007,고암길 223,,-,-
경기도 양주시 고암동,583,583,0,하늘빛마을,84.94,201903,24,"21,100",16,2007,고암길 223,,-,-
경기도 양주시 고암동,583,583,0,하늘빛마을,84.94,201903,27,"21,000",11,2007,고암길 223,,-,-
경기도 양주시 고암동,583,583,0,하늘빛마을,75.98,201903,30,"20,750",14,2007,고암길 223,,-,-
경기도 양주시 고읍동,77,77,0,TS푸른솔1차,59.97,201903,30,"15,800",11,1999,부흥로 2021-7,,-,-
경기도 양주시 고읍동,77,77,0,TS푸른솔1차,59.97,201903,31,"16,600",11,1999,부흥로 2021-7,,-,-
경기도 양주시 고읍동,74,74,0,TS푸른솔2차,59.95,201903,7,"14,000",14,2000,부흥로 2021-12,,-,-
경기도 양주시 고읍동,451,451,0,산내들마을우미린아파트,84.9134,201903,29,"26,200",8,2009,고읍로35번길 8,,-,-
경기도 양주시 고읍동,440,440,0,산내들마을한양수자인,101.53,201903,11,"27,800",8,2009,고읍로 11-7,,-,-
경기도 양주시 고읍동,440,440,0,산내들마을한양수자인,123.1445,201903,20,"33,700",5,2009,고읍로 11-7,,-,-
경기도 양주시 고읍동,440,440,0,산내들마을한양수자인,101.53,201903,20,"27,000",5,2009,고읍로 11-7,,-,-
경기도 양주시 고읍동,440,440,0,산내들마을한양수자인,101.53,201903,23,"27,700",13,2009,고읍로 11-7,,-,-
경기도 양주시 광사동,131-4,131,4,대방노블랜드,83.21,201903,1,"17,000",6,2003,부흥로 1898-4,,-,-
경기도 양주시 광사동,131-4,131,4,대방노블랜드,83.21,201903,5,"18,100",10,2003,부흥로 1898-4,,-,-
경기도 양주시 광사동,131-4,131,4,대방노블랜드,83.21,201903,13,"17,500",6,2003,부흥로 1898-4,,-,-
경기도 양주시 광사동,131-4,131,4,대방노블랜드,83.21,201903,29,"17,000",10,2003,부흥로 1898-4,,-,-
경기도 양주시 광사동,313-4,313,4,신도8푸른숲(브레뉴),84.9,201903,9,"17,200",5,1999,부흥로 1901,,-,-
경기도 양주시 광사동,313-4,313,4,신도8푸른숲(브레뉴),59.91,201903,28,"13,800",8,1999,부흥로 1901,,-,-
경기도 양주시 광사동,713,713,0,해동마을신도브래뉴,84.9903,201903,2,"24,000",13,2009,고읍남로39번길 48,,-,-
경기도 양주시 광사동,713,713,0,해동마을신도브래뉴,84.8691,201903,9,"22,800",4,2009,고읍남로39번길 48,,-,-
경기도 양주시 광사동,713,713,0,해동마을신도브래뉴,84.9808,201903,15,"22,900",6,2009,고읍남로39번길 48,,-,-
경기도 양주시 광사동,713,713,0,해동마을신도브래뉴,159.6214,201903,15,"38,000",1,2009,고읍남로39번길 48,,-,-
경기도 양주시 광사동,713,713,0,해동마을신도브래뉴,134.9657,201903,21,"35,750",6,2009,고읍남로39번길 48,,-,-
경기도 양주시 광사동,713,713,0,해동마을신도브래뉴,84.8691,201903,22,"26,000",11,2009,고읍남로39번길 48,,-,-
경기도 양주시 광사동,713,713,0,해동마을신도브래뉴,84.8691,201903,27,"25,400",5,2009,고읍남로39번길 48,,-,-
경기도 양주시 광사동,713,713,0,해동마을신도브래뉴,84.8691,201903,30,"23,400",5,2009,고읍남로39번길 48,,-,-
