□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다.,,,,,,,,,,,,,,
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다.",,,,,,,,,,,,,,
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)",,,,,,,,,,,,,,
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다.",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 주택거래신고 1588-0149/주택임대차신고 1533-2949로 연락 주시기 바랍니다.,,,,,,,,,,,,,,
□ 검색조건,,,,,,,,,,,,,,
계약일자 : 20190301 ~ 20190331,,,,,,,,,,,,,,
실거래구분 : 아파트(매매),,,,,,,,,,,,,,
주소구분 : 도로명주소,,,,,,,,,,,,,,
시도 : 전체,,,,,,,,,,,,,,
시군구 : 전체,,,,,,,,,,,,,,
도로명 : 전체,,,,,,,,,,,,,,
면적 : 전체,,,,,,,,,,,,,,
금액선택 : 전체,,,,,,,,,,,,,,
시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
경기도 의정부시 장암동,17-32,17,32,장암주공7,49.95,201903,22,"13,600",1,1998,회룡로 254,,-,-
경기도 의정부시 호원동,467,467,0,I-PARK,84.9955,201903,20,"29,800",1,2003,평화로150번길 26,,-,-
경기도 의정부시 호원동,121,121,0,건영,84.9,201903,12,"26,700",4,1992,평화로168번길 12,,-,-
경기도 의정부시 호원동,121,121,0,건영,84.9,201903,16,"24,000",3,1992,평화로168번길 12,,-,-
경기도 의정부시 호원동,121,121,0,건영,84.9,201903,27,"26,700",8,1992,평화로168번길 12,,-,-
경기도 의정부시 호원동,376-7,376,7,뉴익호원가든3,59.97,201903,13,"19,500",3,1999,범골로 23,,-,-
경기도 의정부시 호원동,467-8,467,8,롯데,84.4,201903,25,"29,000",8,1999,122,,-,-
경기도 의정부시 호원동,468-4,468,4,르네상스시티,15.64,201903,2,"8,000",2,2017,137,,-,-
경기도 의정부시 호원동,468-4,468,4,르네상스시티,15.64,201903,22,"8,500",5,2017,137,,-,-
경기도 의정부시 호원동,318-1,318,1,삼성미도,59.91,201903,26,"20,600",15,1995,전좌로 204,,-,-
경기도 의정부시 호원동,351-1,351,1,삼익,59.595,201903,7,"20,900",17,1998,백석로 33,,-,-
경기도 의정부시 호원동,351-1,351,1,삼익,84.66,201903,14,"23,800",8,1998,백석로 33,,-,-
경기도 의정부시 호원동,351-1,351,1,삼익,84.66,201903,20,"25,000",14,1998,백석로 33,,-,-
경기도 의정부시 호원동,351-1,351,1,삼익,84.66,201903,21,"24,000",14,1998,백석로 33,,-,-
경기도 의정부시 호원동,351-1,351,1,삼익,73.665,201903,23,"24,300",18,1998,백석로 33,,-,-
경기도 의정부시 호원동,351-1,351,1,삼익,59.595,201903,23,"19,900",11,1998,백석로 33,,-,-
경기도 의정부시 호원동,351-1,351,1,삼익,59.595,201903,24,"20,700",15,1998,백석로 33,,-,-
경기도 의정부시 호원동,351-1,351,1,삼익,59.595,201903,26,"19,000",7,1998,백석로 33,,-,-
경기도 의정부시 호원동,442,442,0,성호,84.442,201903,28,"26,900",18,1996,안말로85번길 61,,-,-
경기도 의정부시 호원동,419-2,419,2,신도5,59.992,201903,3,"18,800",3,1996,회룡로149번길 9,,-,-
경기도 의정부시 호원동,401-1,401,1,신도6,84.92,201903,30,"28,200",5,1997,범골로29번길 34,,-,-
경기도 의정부시 호원동,467-5,467,5,신도7,84.156,201903,28,"27,500",19,1998,124,,-,-
경기도 의정부시 호원동,327-1,327,1,신원,84.93,201903,28,"26,500",14,1997,회룡로105번길 37,,-,-
경기도 의정부시 호원동,456-3,456,3,신일,59.988,201903,1,"20,600",13,1998,평화로216번길 13,,-,-
경기도 의정부시 호원동,459,459,0,신일엘리시움,44.258,201903,7,"17,500",8,2006,196,,-,-
경기도 의정부시 호원동,459,459,0,신일엘리시움,50.498,201903,9,"20,800",8,2006,196,,-,-
경기도 의정부시 호원동,Apr-55,55,4,신일유토빌,84.97,201903,4,"38,000",7,2003,호암로 256,,-,-
경기도 의정부시 호원동,Apr-55,55,4,신일유토빌,84.97,201903,9,"35,900",5,2003,호암로 256,,-,-
경기도 의정부시 호원동,Apr-55,55,4,신일유토빌,84.97,201903,23,"34,800",7,2003,호암로 256,,-,-
경기도 의정부시 호원동,Apr-55,55,4,신일유토빌,84.97,201903,28,"35,900",16,2003,호암로 256,,-,-
경기도 의정부시 호원동,461,461,0,신일유토빌플러스,84.647,201903,8,"38,000",6,2004,평화로202번길 20,,-,-
경기도 의정부시 호원동,461,461,0,신일유토빌플러스,84.647,201903,11,"40,000",13,2004,평화로202번길 20,,-,-
경기도 의정부시 호원동,461,461,0,신일유토빌플러스,59.902,201903,12,"30,000",10,2004,평화로202번길 20,,-,-
경기도 의정부시 호원동,06-03,6,3,쌍용,74.79,201903,7,"22,500",11,1991,회룡로105번길 30,,-,-
경기도 의정부시 호원동,06-03,6,3,쌍용,74.79,201903,8,"23,000",13,1991,회룡로105번길 30,,-,-
경기도 의정부시 호원동,06-03,6,3,쌍용,74.79,201903,14,"21,700",12,1991,회룡로105번길 30,,-,-
경기도 의정부시 호원동,06-03,6,3,쌍용,84.95,201903,27,"22,300",1,1991,회룡로105번길 30,,-,-
경기도 의정부시 호원동,313-37,313,37,쌍용스윗닷홈,84.9823,201903,2,"32,500",3,2005,신흥로 81,,-,-
경기도 의정부시 호원동,460-13,460,13,엘리시아,14.26,201903,8,"9,134",7,2018,184,,-,-
경기도 의정부시 호원동,460-13,460,13,엘리시아,12.294,201903,28,"9,248",20,2018,184,,-,-
경기도 의정부시 호원동,422,422,0,우남,59.9,201903,22,"21,000",18,1996,회룡로138번길 18,,-,-
경기도 의정부시 호원동,446,446,0,우성1,59.85,201903,5,"18,500",9,1993,안말로85번길 10,,-,-
경기도 의정부시 호원동,446,446,0,우성1,84.97,201903,12,"26,200",10,1993,안말로85번길 10,,-,-
경기도 의정부시 호원동,446,446,0,우성1,127.42,201903,26,"28,800",8,1993,안말로85번길 10,,-,-
경기도 의정부시 호원동,430,430,0,우성3,84.97,201903,4,"27,000",1,1993,평화로322번길 52,,-,-
경기도 의정부시 호원동,430,430,0,우성3,73.05,201903,5,"23,150",1,1993,평화로322번길 52,,-,-
경기도 의정부시 호원동,430,430,0,우성3,84.97,201903,6,"29,200",17,1993,평화로322번길 52,,-,-
경기도 의정부시 호원동,451,451,0,우성5,59.981,201903,1,"22,800",17,1995,안말로 90,,-,-
경기도 의정부시 호원동,451,451,0,우성5,59.981,201903,2,"23,000",3,1995,안말로 90,,-,-
경기도 의정부시 호원동,451,451,0,우성5,59.981,201903,5,"22,900",18,1995,안말로 90,,-,-
경기도 의정부시 호원동,308-45,308,45,한국개나리,59.91,201903,23,"18,000",10,1997,전좌로156번길 19,,-,-
경기도 의정부시 호원동,457,457,0,한아름월드,59.96,201903,20,"21,000",2,1998,평화로202번길 15,,-,-
경기도 의정부시 호원동,457,457,0,한아름월드,84.99,201903,27,"30,000",8,1998,평화로202번길 15,,-,-
경기도 의정부시 호원동,436-1,436,1,한주1,59.93,201903,9,"17,000",14,1994,평화로290번길 11,,-,-
경기도 의정부시 호원동,432-9,432,9,한주4,59.995,201903,9,"23,300",18,1996,평화로322번길 37,,-,-
경기도 의정부시 호원동,432-9,432,9,한주4,59.995,201903,15,"22,000",14,1996,평화로322번길 37,,-,-
경기도 의정부시 호원동,432-9,432,9,한주4,59.995,201903,19,"21,600",7,1996,평화로322번길 37,,-,-
경기도 의정부시 호원동,432-9,432,9,한주4,59.995,201903,19,"22,500",21,1996,평화로322번길 37,,-,-
경기도 의정부시 호원동,419,419,0,현대,59.9,201903,5,"19,100",10,1995,회룡로137번길 30,,-,-
경기도 의정부시 호원동,360,360,0,호원가든1,59.93,201903,9,"20,000",21,1997,호동로 56,,-,-
경기도 의정부시 호원동,360,360,0,호원가든1,59.93,201903,11,"21,000",11,1997,호동로 56,,-,-
경기도 의정부시 호원동,360,360,0,호원가든1,59.93,201903,12,"22,800",14,1997,호동로 56,,-,-
경기도 의정부시 호원동,360,360,0,호원가든1,84.96,201903,22,"25,300",23,1997,호동로 56,,-,-
경기도 의정부시 호원동,360,360,0,호원가든1,59.93,201903,27,"22,500",20,1997,호동로 56,,-,-
경기도 의정부시 호원동,322-5,322,5,호원가든2,59.76,201903,11,"19,000",2,1997,호동로 72,,-,-
경기도 의정부시 호원동,322-5,322,5,호원가든2,59.76,201903,16,"20,000",4,1997,호동로 72,,-,-
경기도 의정부시 호원동,322-5,322,5,호원가든2,84.74,201903,21,"26,800",13,1997,호동로 72,,-,-
경기도 의정부시 호원동,322-5,322,5,호원가든2,59.76,201903,27,"22,900",17,1997,호동로 72,,-,-
경기도 의정부시 호원동,362,362,0,호원가든5차A,83.37,201903,11,"21,500",9,1998,범골로30번길 15,,-,-
경기도 의정부시 호원동,289-7,289,7,호원동한승미메이드,84.579,201903,6,"44,700",18,2006,신흥로 57-14,,-,-
경기도 의정부시 호원동,308-139,308,139,회룡역풍림아이원,84.99,201903,6,"38,400",7,2007,외미로 64,,-,-
경기도 의정부시 호원동,308-139,308,139,회룡역풍림아이원,84.99,201903,23,"36,000",2,2007,외미로 64,,-,-
경기도 의정부시 호원동,441-4,441,4,흥화브라운,84.947,201903,23,"25,200",4,2002, 271-10,,-,-
경기도 이천시 갈산동,782,782,0,갈산동현진에버빌,84.96,201903,3,"34,000",14,2008,안흥로 60,,-,-
경기도 이천시 갈산동,782,782,0,갈산동현진에버빌,84.96,201903,24,"31,000",5,2008,안흥로 60,,-,-
경기도 이천시 갈산동,789,789,0,갈산화성파크드림,116.7194,201903,13,"42,900",6,2013,안흥로 67,,-,-
경기도 이천시 갈산동,614-2,614,2,보은,40.26,201903,20,"5,000",2,1984,애련정로136번길 91,,-,-
경기도 이천시 갈산동,468-1,468,1,우성,84.98,201903,8,"16,400",11,1997,갈산로87번길 10-3,,-,-
경기도 이천시 갈산동,781,781,0,힐스테이트,127.93,201903,30,"36,500",10,2006,향교로 168,,-,-
경기도 이천시 고담동,579,579,0,지엠하이빌,84.8274,201903,3,"18,400",5,2006,대산로247번길 50,,-,-
경기도 이천시 고담동,579,579,0,지엠하이빌,84.8274,201903,7,"17,500",7,2006,대산로247번길 50,,-,-
경기도 이천시 관고동,185-12,185,12,두산,75.9,201903,1,"19,500",6,1998,영창로 90,,-,-
경기도 이천시 관고동,185-12,185,12,두산,84.9,201903,3,"20,500",9,1998,영창로 90,,-,-
경기도 이천시 관고동,185-12,185,12,두산,84.9,201903,8,"19,900",4,1998,영창로 90,,-,-
경기도 이천시 관고동,185-12,185,12,두산,59.97,201903,31,"15,500",18,1998,영창로 90,,-,-
경기도 이천시 관고동,226-8,226,8,산호1,64.5,201903,7,"12,000",6,1991,경충대로2716번길 19,,-,-
경기도 이천시 대월면 사동리,441-1,441,1,사동리현대아이파크,59.4,201903,1,"11,200",4,1994,경충대로2041번길 167,,-,-
경기도 이천시 대월면 사동리,441-1,441,1,사동리현대아이파크,59.4,201903,1,"11,600",11,1994,경충대로2041번길 167,,-,-
경기도 이천시 대월면 사동리,441-1,441,1,사동리현대아이파크,59.4,201903,4,"10,900",15,1994,경충대로2041번길 167,,-,-
경기도 이천시 대월면 사동리,441-1,441,1,사동리현대아이파크,59.4,201903,6,"11,800",11,1994,경충대로2041번길 167,,-,-
경기도 이천시 대월면 사동리,441-1,441,1,사동리현대아이파크,59.4,201903,8,"12,000",4,1994,경충대로2041번길 167,,-,-
경기도 이천시 대월면 사동리,441-1,441,1,사동리현대아이파크,59.4,201903,9,"10,500",8,1994,경충대로2041번길 167,,-,-
경기도 이천시 대월면 사동리,441-1,441,1,사동리현대아이파크,59.4,201903,9,"10,500",8,1994,경충대로2041번길 167,,-,-
경기도 이천시 대월면 사동리,441-1,441,1,사동리현대아이파크,59.4,201903,13,"12,000",6,1994,경충대로2041번길 167,,-,-
경기도 이천시 대월면 사동리,441-1,441,1,사동리현대아이파크,59.4,201903,13,"10,500",2,1994,경충대로2041번길 167,,-,-
경기도 이천시 대월면 사동리,441-1,441,1,사동리현대아이파크,59.4,201903,18,"11,600",6,1994,경충대로2041번길 167,,-,-
경기도 이천시 대월면 사동리,441-1,441,1,사동리현대아이파크,59.4,201903,21,"10,200",2,1994,경충대로2041번길 167,,-,-
경기도 이천시 대월면 사동리,441-1,441,1,사동리현대아이파크,59.4,201903,21,"12,100",11,1994,경충대로2041번길 167,,-,-
경기도 이천시 대월면 사동리,441-1,441,1,사동리현대아이파크,59.4,201903,22,"11,300",7,1994,경충대로2041번길 167,,-,-
경기도 이천시 대월면 사동리,441-1,441,1,사동리현대아이파크,59.4,201903,23,"11,500",7,1994,경충대로2041번길 167,,-,-
경기도 이천시 대월면 사동리,441-1,441,1,사동리현대아이파크,59.4,201903,27,"10,700",1,1994,경충대로2041번길 167,,-,-
경기도 이천시 대월면 사동리,182-1,182,1,성창,57.84,201903,18,"6,000",3,1991,대월로880번길 13,,-,-
경기도 이천시 대월면 사동리,524,524,0,이천사동신원아침도시,84.7285,201903,31,"33,500",11,2018,경충대로2003번길 102,,-,-
경기도 이천시 대월면 사동리,386-72,386,72,현대5,84.965,201903,23,"16,000",19,1997,경충대로2050번길 104,,-,-
경기도 이천시 마장면 오천리,Jan-80,80,1,덕평로얄,59.92,201903,2,"9,000",13,2000,오천로 152-20,,-,-
경기도 이천시 마장면 오천리,Jan-80,80,1,덕평로얄,59.92,201903,16,"9,350",11,2000,오천로 152-20,,-,-
경기도 이천시 백사면 모전리,780,780,0,모전리현대,84.94,201903,6,"15,100",8,1997,청백리로 53,,-,-
경기도 이천시 백사면 모전리,780,780,0,모전리현대,59.88,201903,7,"12,800",12,1997,청백리로 53,,-,-
경기도 이천시 백사면 모전리,780,780,0,모전리현대,59.88,201903,23,"12,500",14,1997,청백리로 53,,-,-
경기도 이천시 백사면 모전리,780,780,0,모전리현대,84.94,201903,30,"16,000",4,1997,청백리로 53,,-,-
경기도 이천시 부발읍 가산리,770,770,0,기영,58.12,201903,22,"8,900",1,2008,경충대로 1918-18,,-,-
경기도 이천시 부발읍 마암리,01-01,1,1,현광,84.48,201903,7,"12,300",12,1995,무촌로 81,,-,-
경기도 이천시 부발읍 마암리,01-01,1,1,현광,84.48,201903,18,"11,000",11,1995,무촌로 81,,-,-
경기도 이천시 부발읍 무촌리,128-6,128,6,효양,84.8406,201903,20,"13,000",5,2003,부발중앙로46번길 46,,-,-
경기도 이천시 부발읍 신하리,산40-3,40,3,거평,59.79,201903,30,"11,400",6,1992,경충대로 2227,,-,-
경기도 이천시 부발읍 신하리,481-1,481,1,삼익세라믹,84.56,201903,4,"23,000",16,2000,경충대로 2241,,-,-
경기도 이천시 부발읍 신하리,481-1,481,1,삼익세라믹,59.86,201903,11,"15,000",3,2000,경충대로 2241,,-,-
경기도 이천시 부발읍 신하리,481-1,481,1,삼익세라믹,59.86,201903,12,"15,000",9,2000,경충대로 2241,,-,-
경기도 이천시 부발읍 신하리,481-1,481,1,삼익세라믹,84.56,201903,20,"21,750",12,2000,경충대로 2241,,-,-
경기도 이천시 부발읍 신하리,409-5,409,5,성광,57.17,201903,8,"7,500",6,1990,경충대로2273번길 14-11,,-,-
경기도 이천시 부발읍 신하리,362-3,362,3,신한,59.92,201903,4,"17,000",14,1998,경충대로 2216-33,,-,-
경기도 이천시 부발읍 신하리,362-3,362,3,신한,84.97,201903,25,"26,500",14,1998,경충대로 2216-33,,-,-
경기도 이천시 부발읍 신하리,487-9,487,9,유승(487-9),59.97,201903,13,"12,900",12,2001,경충대로 2227-1,,-,-
경기도 이천시 부발읍 신하리,365,365,0,진우,59.96,201903,7,"17,100",5,2000,경충대로 2212,,-,-
경기도 이천시 부발읍 신하리,559-3,559,3,청구,59.87,201903,12,"16,200",15,1999,경충대로 2177,,-,-
경기도 이천시 부발읍 아미리,729,729,0,이천신일해피트리트리빌2단지,84.9878,201903,30,"33,450",24,2014,경충대로2092번길 39-31,,-,-
경기도 이천시 부발읍 아미리,699-7,699,7,현대3,84.93,201903,1,"21,300",11,1997,경충대로 2037,,-,-
경기도 이천시 부발읍 아미리,699-7,699,7,현대3,59.845,201903,16,"16,400",8,1997,경충대로 2037,,-,-
경기도 이천시 부발읍 아미리,699-7,699,7,현대3,59.845,201903,20,"14,900",2,1997,경충대로 2037,,-,-
경기도 이천시 부발읍 아미리,699-7,699,7,현대3,84.93,201903,21,"20,500",8,1997,경충대로 2037,,-,-
경기도 이천시 부발읍 아미리,699-7,699,7,현대3,59.845,201903,25,"16,100",17,1997,경충대로 2037,,-,-
경기도 이천시 부발읍 아미리,753,753,0,현대7,59.76,201903,11,"18,000",5,1999,신아로92번길 74-25,,-,-
경기도 이천시 부발읍 아미리,753,753,0,현대7,84.99,201903,25,"23,000",3,1999,신아로92번길 74-25,,-,-
경기도 이천시 부발읍 아미리,1245,1245,0,현대성우오스타2단지,84.9824,201903,1,"34,500",1,2010,경충대로2092번길 39-50,,-,-
경기도 이천시 부발읍 아미리,1245,1245,0,현대성우오스타2단지,146.4854,201903,3,"47,500",7,2010,경충대로2092번길 39-50,,-,-
경기도 이천시 부발읍 아미리,1245,1245,0,현대성우오스타2단지,123.1339,201903,9,"40,500",1,2010,경충대로2092번길 39-50,,-,-
경기도 이천시 부발읍 아미리,1245,1245,0,현대성우오스타2단지,122.9436,201903,21,"42,000",1,2010,경충대로2092번길 39-50,,-,-
경기도 이천시 부발읍 아미리,1245,1245,0,현대성우오스타2단지,84.9663,201903,31,"35,000",7,2010,경충대로2092번길 39-50,,-,-
경기도 이천시 부발읍 아미리,1246,1246,0,현대성우오스타3단지,84.9578,201903,27,"32,500",18,2010,경충대로2050번길 15-44,,-,-
경기도 이천시 부발읍 아미리,1247,1247,0,현대성우오스타4단지,84.9578,201903,12,"33,700",6,2010,경충대로2050번길 43,,-,-
경기도 이천시 부발읍 아미리,1247,1247,0,현대성우오스타4단지,84.9663,201903,18,"33,000",7,2010,경충대로2050번길 43,,-,-
경기도 이천시 부발읍 응암리,96,96,0,이화1차,59.94,201903,1,"9,800",8,1996,경충대로1804번길 47,,-,-
경기도 이천시 부발읍 응암리,96,96,0,이화1차,59.94,201903,13,"9,500",5,1996,경충대로1804번길 47,,-,-
경기도 이천시 부발읍 응암리,Mar-97,97,3,이화2차,59.94,201903,25,"8,900",4,1997,경충대로1804번길 47,,-,-
경기도 이천시 부발읍 응암리,109,109,0,주은다솜,49.538,201903,8,"8,400",11,2001,경충대로1804번길 70,,-,-
경기도 이천시 부발읍 응암리,109,109,0,주은다솜,49.538,201903,11,"10,000",5,2001,경충대로1804번길 70,,-,-
경기도 이천시 부발읍 응암리,109,109,0,주은다솜,35.768,201903,16,"6,000",15,2001,경충대로1804번길 70,,-,-
경기도 이천시 사음동,748,748,0,이천2차현진에버빌,84.344,201903,1,"20,000",5,2006,경충대로2996번길 16,,-,-
경기도 이천시 사음동,748,748,0,이천2차현진에버빌,84.344,201903,26,"21,870",11,2006,경충대로2996번길 16,,-,-
경기도 이천시 송정동,446,446,0,동양파라곤,84.95,201903,11,"27,600",6,2009,증신로291번길 128,,-,-
경기도 이천시 송정동,428,428,0,수림1차아파트,59.99,201903,2,"16,800",11,2002,증신로291번길 105,,-,-
경기도 이천시 송정동,428,428,0,수림1차아파트,72.72,201903,6,"19,000",8,2002,증신로291번길 105,,-,-
경기도 이천시 송정동,429,429,0,수림2차,59.47,201903,12,"14,500",9,2002,증신로291번길 19,,-,-
경기도 이천시 송정동,306,306,0,신일1차,59.933,201903,12,"16,000",3,2001,증신로291번길 155,,-,-
경기도 이천시 송정동,306,306,0,신일1차,84.844,201903,15,"18,650",6,2001,증신로291번길 155,,-,-
경기도 이천시 송정동,306,306,0,신일1차,39.831,201903,18,"10,200",12,2001,증신로291번길 155,,-,-
경기도 이천시 송정동,311-1,311,1,신일2차,59.933,201903,7,"15,300",5,2001,증신로291번길 149,,-,-
경기도 이천시 송정동,107-48,107,48,풍산,45.9,201903,4,"9,500",5,1997,증신로 278,,-,-
경기도 이천시 송정동,107-48,107,48,풍산,59.5,201903,10,"13,000",10,1997,증신로 278,,-,-
경기도 이천시 송정동,445,445,0,현진에버빌1차,84.999,201903,1,"23,000",12,2005,아리역로 37,,-,-
경기도 이천시 송정동,445,445,0,현진에버빌1차,59.988,201903,13,"18,550",7,2005,아리역로 37,,-,-
경기도 이천시 송정동,445,445,0,현진에버빌1차,59.988,201903,30,"17,800",4,2005,아리역로 37,,-,-
경기도 이천시 신둔면 남정리,371-1,371,1,한솔,84.61,201903,9,"17,500",3,1995,원적로 132,,-,-
경기도 이천시 신둔면 수광리,757,757,0,수광엘리시움,59.81,201903,1,"14,000",11,2009,경충대로3234번길 65,,-,-
경기도 이천시 신둔면 수하리,825,825,0,신둔반석아르미,78.7692,201903,29,"15,000",3,2008,원적로290번길 34,,-,-
경기도 이천시 신둔면 수하리,826,826,0,이천신둔코아루,59.6368,201903,8,"20,000",1,2017,원적로290번길 60,,-,-
경기도 이천시 신둔면 수하리,826,826,0,이천신둔코아루,84.8471,201903,19,"25,000",11,2017,원적로290번길 60,,-,-
경기도 이천시 안흥동,469,469,0,안흥주공,49.77,201903,4,"12,900",12,1997,증신로25번길 69,,-,-
경기도 이천시 안흥동,469,469,0,안흥주공,59.71,201903,5,"15,300",13,1997,증신로25번길 69,,-,-
경기도 이천시 안흥동,469,469,0,안흥주공,59.71,201903,7,"14,700",5,1997,증신로25번길 69,,-,-
경기도 이천시 안흥동,469,469,0,안흥주공,59.71,201903,8,"14,000",3,1997,증신로25번길 69,,-,-
경기도 이천시 안흥동,469,469,0,안흥주공,49.77,201903,26,"12,500",7,1997,증신로25번길 69,,-,-
경기도 이천시 안흥동,469,469,0,안흥주공,59.71,201903,28,"14,800",12,1997,증신로25번길 69,,-,-
경기도 이천시 장호원읍 노탑리,193-1,193,1,기산,84.684,201903,5,"14,500",6,1997,장여로55번길 40-10,,-,-
경기도 이천시 장호원읍 노탑리,193-1,193,1,기산,59.916,201903,5,"9,300",4,1997,장여로55번길 40-10,,-,-
경기도 이천시 장호원읍 노탑리,193-1,193,1,기산,59.916,201903,13,"8,700",14,1997,장여로55번길 40-10,,-,-
경기도 이천시 장호원읍 노탑리,193-1,193,1,기산,84.684,201903,31,"13,200",7,1997,장여로55번길 40-10,,-,-
경기도 이천시 장호원읍 노탑리,174-26,174,26,상호2,60,201903,20,"5,300",8,1995,샘재로145번길 76-6,,-,-
경기도 이천시 장호원읍 진암리,산28-10,28,10,동양,82.08,201903,8,"11,200",7,1992,서동대로8830번길 6-3,,-,-
경기도 이천시 장호원읍 진암리,301-3,301,3,삼진동산,59.94,201903,14,"11,000",7,1995,서동대로8830번길 6-18,,-,-
경기도 이천시 장호원읍 진암리,778,778,0,송전더존빌,46.1168,201903,23,"7,400",5,2007,서동대로 8694-55,,-,-
경기도 이천시 장호원읍 진암리,778,778,0,송전더존빌,46.1168,201903,28,"7,200",6,2007,서동대로 8694-55,,-,-
경기도 이천시 장호원읍 진암리,Nov-54,54,11,영창,87.68,201903,13,"3,300",-1,1991,서동대로8830번길 104,,-,-
경기도 이천시 장호원읍 진암리,Nov-54,54,11,영창,54,201903,14,"2,700",-1,1991,서동대로8830번길 104,,-,-
경기도 이천시 장호원읍 진암리,17-18,17,18,현대,59.35,201903,14,"12,500",12,1997,서동대로 8844-15,,-,-
경기도 이천시 증일동,Jul-82,82,7,이천현대홈타운,84.95,201903,4,"25,250",11,2005,구만리로 42,,-,-
경기도 이천시 증포동,200-9,200,9,대우3,84.7534,201903,16,"20,000",1,2000,이섭대천로1407번길 35,,-,-
경기도 이천시 증포동,200-9,200,9,대우3,84.7534,201903,17,"23,200",13,2000,이섭대천로1407번길 35,,-,-
경기도 이천시 증포동,200-9,200,9,대우3,107.612,201903,23,"26,000",16,2000,이섭대천로1407번길 35,,-,-
경기도 이천시 증포동,200-9,200,9,대우3,107.612,201903,27,"24,200",9,2000,이섭대천로1407번길 35,,-,-
경기도 이천시 증포동,218-7,218,7,대원,39.825,201903,5,"7,750",1,1996,이섭대천로1439번길 15,,-,-
경기도 이천시 증포동,351-5,351,5,대호3,73.14,201903,23,"12,300",6,1993,아리역로38번길 10-18,,-,-
경기도 이천시 증포동,351-5,351,5,대호3,84.75,201903,28,"12,900",10,1993,아리역로38번길 10-18,,-,-
경기도 이천시 증포동,190-2,190,2,선경2,59.5,201903,3,"17,700",7,1997,이섭대천로 1395,,-,-
경기도 이천시 증포동,190-2,190,2,선경2,59.5,201903,6,"17,200",8,1997,이섭대천로 1395,,-,-
경기도 이천시 증포동,190-2,190,2,선경2,84.9,201903,13,"18,400",5,1997,이섭대천로 1395,,-,-
경기도 이천시 증포동,190-2,190,2,선경2,59.5,201903,26,"15,500",3,1997,이섭대천로 1395,,-,-
경기도 이천시 증포동,190-2,190,2,선경2,59.5,201903,27,"16,500",6,1997,이섭대천로 1395,,-,-
경기도 이천시 증포동,480,480,0,설봉2차푸르지오,84.9528,201903,4,"38,400",9,2011,애련정로 180,,-,-
경기도 이천시 증포동,480,480,0,설봉2차푸르지오,84.9528,201903,8,"35,000",1,2011,애련정로 180,,-,-
경기도 이천시 증포동,480,480,0,설봉2차푸르지오,84.9528,201903,11,"39,600",14,2011,애련정로 180,,-,-
경기도 이천시 증포동,480,480,0,설봉2차푸르지오,84.9528,201903,16,"35,000",1,2011,애련정로 180,,-,-
경기도 이천시 증포동,Mar-94,94,3,신한,84.97,201903,12,"20,900",14,1997,갈산로 42,,-,-
경기도 이천시 증포동,Mar-94,94,3,신한,84.97,201903,20,"21,000",19,1997,갈산로 42,,-,-
경기도 이천시 증포동,Mar-94,94,3,신한,84.97,201903,29,"22,300",15,1997,갈산로 42,,-,-
경기도 이천시 증포동,485,485,0,이천설봉KCC스위첸아파트,84.9182,201903,18,"37,000",10,2016,이섭대천로 1325,,-,-
경기도 이천시 증포동,485,485,0,이천설봉KCC스위첸아파트,59.7043,201903,19,"29,400",12,2016,이섭대천로 1325,,-,-
경기도 이천시 증포동,486,486,0,이천센트럴푸르지오,59.981,201903,3,"29,500",16,2016,갈산로 60,,-,-
경기도 이천시 증포동,486,486,0,이천센트럴푸르지오,59.6526,201903,30,"28,500",15,2016,갈산로 60,,-,-
경기도 이천시 증포동,491,491,0,이천증포새도시한양수자인5블럭,84.877,201903,30,"37,000",9,2017,아리역로38번길 50,,-,-
경기도 이천시 증포동,475,475,0,증포동한솔솔파크,84.91,201903,22,"26,000",6,2006,이섭대천로1419번길 35,,-,-
경기도 이천시 증포동,475,475,0,증포동한솔솔파크,84.83,201903,23,"29,300",2,2006,이섭대천로1419번길 35,,-,-
경기도 이천시 증포동,475,475,0,증포동한솔솔파크,84.83,201903,28,"28,300",17,2006,이섭대천로1419번길 35,,-,-
경기도 이천시 증포동,475,475,0,증포동한솔솔파크,84.83,201903,29,"26,800",6,2006,이섭대천로1419번길 35,,-,-
경기도 이천시 증포동,479,479,0,증포동한솔솔파크3,84.9202,201903,4,"25,800",5,2010,이섭대천로 1451,,-,-
경기도 이천시 증포동,479,479,0,증포동한솔솔파크3,84.9202,201903,6,"26,800",14,2010,이섭대천로 1451,,-,-
경기도 이천시 증포동,479,479,0,증포동한솔솔파크3,84.9202,201903,19,"25,800",4,2010,이섭대천로 1451,,-,-
