,코드,시도,시군구,읍면동,하위,위도,경도,코드종류
12461,4513013600,전라북도,군산시,경암동,,35.978672,126.729567,B
12462,4513013700,전라북도,군산시,구암동,,35.982795,126.7476,B
12463,4513013800,전라북도,군산시,내흥동,,35.997036,126.760469,B
12464,4513013900,전라북도,군산시,개정동,,35.968472,126.759996,B
12465,4513014000,전라북도,군산시,사정동,,35.96268,126.745265,B
12466,4513014100,전라북도,군산시,수송동,,35.966811,126.716726,B
12467,4513014200,전라북도,군산시,미장동,,35.967131,126.727343,B
12468,4513014300,전라북도,군산시,지곡동,,35.956681,126.708826,B
12469,4513014400,전라북도,군산시,나운동,,35.966556,126.697073,B
12470,4513014500,전라북도,군산시,미룡동,,35.948886,126.684627,B
12471,4513014600,전라북도,군산시,소룡동,,35.975439,126.669758,B
12472,4513014700,전라북도,군산시,오식도동,,35.959222,126.564569,B
12473,4513014800,전라북도,군산시,비응도동,,35.942909,126.532236,B
12474,4513014900,전라북도,군산시,신관동,,35.942525,126.672699,B
12475,4513015000,전라북도,군산시,개사동,,35.937507,126.658243,B
12476,4513015100,전라북도,군산시,산북동,,35.961851,126.660965,B
12477,4513015200,전라북도,군산시,내초동,,35.953035,126.598583,B
12478,4513025021,전라북도,군산시,옥구읍,옥정리,35.935654,126.702008,B
12479,4513025022,전라북도,군산시,옥구읍,상평리,35.927518,126.710031,B
12480,4513025023,전라북도,군산시,옥구읍,이곡리,35.917663,126.714953,B
12481,4513025024,전라북도,군산시,옥구읍,수산리,35.906746,126.704987,B
12482,4513025025,전라북도,군산시,옥구읍,오곡리,35.91124,126.688065,B
12483,4513025026,전라북도,군산시,옥구읍,선제리,35.922501,126.683688,B
12484,4513025027,전라북도,군산시,옥구읍,어은리,35.908862,126.667221,B
12485,4513031021,전라북도,군산시,옥산면,옥산리,35.937306,126.743673,B
12486,4513031022,전라북도,군산시,옥산면,남내리,35.938166,126.762474,B
12487,4513031023,전라북도,군산시,옥산면,쌍봉리,35.948593,126.753215,B
12488,4513031024,전라북도,군산시,옥산면,당북리,35.942741,126.721044,B
12489,4513031025,전라북도,군산시,옥산면,금성리,35.920023,126.736478,B
12490,4513032021,전라북도,군산시,회현면,월연리,35.894976,126.728882,B
12491,4513032022,전라북도,군산시,회현면,금광리,35.904026,126.755999,B
12492,4513032023,전라북도,군산시,회현면,대정리,35.914273,126.751105,B
12493,4513032024,전라북도,군산시,회현면,세장리,35.917575,126.746414,B
12494,4513032025,전라북도,군산시,회현면,고사리,35.924457,126.760776,B
12495,4513032026,전라북도,군산시,회현면,학당리,35.917782,126.769537,B
12496,4513032027,전라북도,군산시,회현면,원우리,35.932614,126.77792,B
12497,4513032028,전라북도,군산시,회현면,증석리,35.912888,126.792929,B
12498,4513033021,전라북도,군산시,임피면,읍내리,35.985225,126.850862,B
12499,4513033022,전라북도,군산시,임피면,축산리,35.992485,126.854639,B
12500,4513033023,전라북도,군산시,임피면,미원리,35.979264,126.8381,B
12501,4513033024,전라북도,군산시,임피면,보석리,35.961737,126.846724,B
12502,4513033025,전라북도,군산시,임피면,술산리,35.955791,126.864368,B
12503,4513033026,전라북도,군산시,임피면,월하리,35.962744,126.871671,B
12504,4513033027,전라북도,군산시,임피면,영창리,35.971346,126.88265,B
12505,4513034021,전라북도,군산시,서수면,서수리,35.983181,126.874642,B
12506,4513034022,전라북도,군산시,서수면,축동리,36.005471,126.860588,B
12507,4513034023,전라북도,군산시,서수면,관원리,36.017155,126.873819,B
12508,4513034024,전라북도,군산시,서수면,마룡리,36.007251,126.880499,B
12509,4513034025,전라북도,군산시,서수면,화등리,36.004328,126.89549,B
12510,4513034026,전라북도,군산시,서수면,금암리,36.001661,126.905533,B
12511,4513035021,전라북도,군산시,대야면,산월리,35.948682,126.818242,B
12512,4513035022,전라북도,군산시,대야면,지경리,35.936743,126.807747,B
12513,4513035023,전라북도,군산시,대야면,복교리,35.927308,126.829469,B
12514,4513035024,전라북도,군산시,대야면,광교리,35.925763,126.85943,B
12515,4513035025,전라북도,군산시,대야면,접산리,35.940522,126.865355,B
12516,4513035026,전라북도,군산시,대야면,죽산리,35.945696,126.849368,B
12517,4513035027,전라북도,군산시,대야면,보덕리,35.962812,126.824498,B
12518,4513036021,전라북도,군산시,개정면,아동리,35.972079,126.770517,B
12519,4513036022,전라북도,군산시,개정면,운회리,35.970865,126.781932,B
12520,4513036023,전라북도,군산시,개정면,아산리,35.974886,126.796764,B
12521,4513036024,전라북도,군산시,개정면,발산리,35.959867,126.795442,B
12522,4513036025,전라북도,군산시,개정면,통사리,35.950651,126.800491,B
12523,4513036026,전라북도,군산시,개정면,옥석리,35.943638,126.776546,B
12524,4513037021,전라북도,군산시,성산면,성덕리,36.015944,126.770107,B
12525,4513037022,전라북도,군산시,성산면,둔덕리,35.99791,126.773271,B
12526,4513037023,전라북도,군산시,성산면,고봉리,35.986393,126.785853,B
12527,4513037024,전라북도,군산시,성산면,도암리,35.994168,126.793593,B
12528,4513037025,전라북도,군산시,성산면,여방리,36.007248,126.797001,B
12529,4513037026,전라북도,군산시,성산면,대명리,35.997132,126.81999,B
12530,4513037027,전라북도,군산시,성산면,창오리,35.986675,126.819938,B
12531,4513037028,전라북도,군산시,성산면,산곡리,35.976816,126.820362,B
12532,4513038021,전라북도,군산시,나포면,나포리,36.0462,126.855936,B
12533,4513038022,전라북도,군산시,나포면,장상리,36.029309,126.856917,B
12534,4513038023,전라북도,군산시,나포면,옥곤리,36.031127,126.835321,B
12535,4513038024,전라북도,군산시,나포면,주곡리,36.01588,126.821153,B
12536,4513038025,전라북도,군산시,나포면,부곡리,36.002209,126.832342,B
12537,4513038026,전라북도,군산시,나포면,서포리,36.017534,126.801737,B
12538,4513039021,전라북도,군산시,옥도면,개야도리,36.036456,126.554281,B
12539,4513039022,전라북도,군산시,옥도면,연도리,36.081055,126.441496,B
12540,4513039023,전라북도,군산시,옥도면,어청도리,36.118991,125.981152,B
12541,4513039024,전라북도,군산시,옥도면,선유도리,35.816918,126.412823,B
12542,4513039025,전라북도,군산시,옥도면,무녀도리,35.803379,126.428615,B
12543,4513039026,전라북도,군산시,옥도면,신시도리,35.81695,126.452552,B
12544,4513039027,전라북도,군산시,옥도면,야미도리,35.841656,126.490999,B
12545,4513039028,전라북도,군산시,옥도면,장자도리,35.810453,126.397046,B
12546,4513039029,전라북도,군산시,옥도면,관리도리,35.818515,126.370931,B
12547,4513039030,전라북도,군산시,옥도면,말도리,35.851234,126.354311,B
12548,4513039031,전라북도,군산시,옥도면,비안도리,35.736773,126.457695,B
12549,4513039032,전라북도,군산시,옥도면,죽도리,36.03905,126.528608,B
12550,4513039033,전라북도,군산시,옥도면,대장도리,35.81544,126.396458,B
12551,4513039034,전라북도,군산시,옥도면,두리도리,35.747839,126.469059,B
12552,4513040021,전라북도,군산시,옥서면,옥봉리,35.924645,126.639282,B
12553,4513040022,전라북도,군산시,옥서면,선연리,35.915228,126.626446,B
12554,4514010100,전라북도,익산시,창인동1가,,35.941715,126.950726,B
12555,4514010200,전라북도,익산시,창인동2가,,35.937391,126.945544,B
12556,4514010300,전라북도,익산시,중앙동1가,,35.939613,126.9483,B
12557,4514010400,전라북도,익산시,중앙동2가,,35.937999,126.947671,B
12558,4514010500,전라북도,익산시,중앙동3가,,35.937891,126.95009,B
12559,4514010600,전라북도,익산시,평화동,,35.934325,126.944858,B
12560,4514010700,전라북도,익산시,갈산동,,35.936491,126.953192,B
12561,4514010800,전라북도,익산시,주현동,,35.935084,126.956978,B
12562,4514010900,전라북도,익산시,인화동1가,,35.931901,126.949919,B
12563,4514011000,전라북도,익산시,인화동2가,,35.927631,126.953137,B
12564,4514011100,전라북도,익산시,동산동,,35.92948,126.963044,B
12565,4514011200,전라북도,익산시,마동,,35.940309,126.963925,B
12566,4514011300,전라북도,익산시,남중동,,35.949206,126.956274,B
12567,4514011400,전라북도,익산시,모현동1가,,35.948705,126.943288,B
12568,4514011500,전라북도,익산시,모현동2가,,35.957763,126.941742,B
12569,4514011600,전라북도,익산시,송학동,,35.940279,126.936659,B
12570,4514011700,전라북도,익산시,목천동,,35.920638,126.93072,B
12571,4514011800,전라북도,익산시,만석동,,35.969396,126.925862,B
12572,4514011900,전라북도,익산시,현영동,,35.971167,126.937892,B
12573,4514012000,전라북도,익산시,신용동,,35.974543,126.950188,B
12574,4514012100,전라북도,익산시,신동,,35.960233,126.958643,B
12575,4514012200,전라북도,익산시,영등동,,35.953761,126.971657,B
12576,4514012300,전라북도,익산시,어양동,,35.958,126.982405,B
12577,4514012400,전라북도,익산시,신흥동,,35.94205,126.985116,B
12578,4514012500,전라북도,익산시,금강동,,35.927694,126.977078,B
12579,4514012600,전라북도,익산시,석탄동,,35.908458,126.967941,B
12580,4514012700,전라북도,익산시,팔봉동,,35.962557,127.012167,B
12581,4514012800,전라북도,익산시,덕기동,,35.973859,127.039514,B
12582,4514012900,전라북도,익산시,석왕동,,35.975313,127.020873,B
12583,4514013000,전라북도,익산시,은기동,,35.986357,127.014146,B
12584,4514013100,전라북도,익산시,정족동,,35.986585,126.991753,B
12585,4514013200,전라북도,익산시,임상동,,35.983325,126.977249,B
12586,4514013300,전라북도,익산시,월성동,,35.993545,126.972054,B
12587,4514013400,전라북도,익산시,부송동,,35.96253,126.992326,B
12588,4514013500,전라북도,익산시,용제동,,35.945856,126.999542,B
12589,4514013600,전라북도,익산시,석암동,,35.938467,127.009791,B
12590,4514025021,전라북도,익산시,함열읍,와리,36.079571,126.960818,B
12591,4514025022,전라북도,익산시,함열읍,남당리,36.078269,126.97343,B
12592,4514025023,전라북도,익산시,함열읍,흘산리,36.061234,126.978597,B
12593,4514025024,전라북도,익산시,함열읍,석매리,36.055824,126.964692,B
12594,4514025025,전라북도,익산시,함열읍,용지리,36.04906,126.950614,B
12595,4514025026,전라북도,익산시,함열읍,다송리,36.039673,126.958298,B
12596,4514031021,전라북도,익산시,오산면,송학리,35.943347,126.924009,B
12597,4514031022,전라북도,익산시,오산면,장신리,35.951745,126.917732,B
12598,4514031023,전라북도,익산시,오산면,영만리,35.962506,126.909602,B
12599,4514031024,전라북도,익산시,오산면,오산리,35.940058,126.907635,B
12600,4514031025,전라북도,익산시,오산면,신지리,35.925939,126.877406,B
12601,4514031026,전라북도,익산시,오산면,남전리,35.922081,126.898459,B
12602,4514031027,전라북도,익산시,오산면,목천리,35.913789,126.917091,B
12603,4514032021,전라북도,익산시,황등면,황등리,36.002847,126.945307,B
12604,4514032022,전라북도,익산시,황등면,동연리,36.006145,126.933707,B
12605,4514032023,전라북도,익산시,황등면,죽촌리,36.025186,126.936991,B
12606,4514032024,전라북도,익산시,황등면,신성리,36.030332,126.926585,B
12607,4514032025,전라북도,익산시,황등면,구자리,36.04199,126.924002,B
12608,4514032026,전라북도,익산시,황등면,용산리,36.050821,126.937529,B
12609,4514032027,전라북도,익산시,황등면,율촌리,36.020246,126.953507,B
12610,4514032028,전라북도,익산시,황등면,신기리,35.997382,126.929496,B
12611,4514033021,전라북도,익산시,함라면,함열리,36.060023,126.910263,B
12612,4514033022,전라북도,익산시,함라면,금성리,36.065078,126.921481,B
12613,4514033023,전라북도,익산시,함라면,신대리,36.047168,126.905364,B
12614,4514033024,전라북도,익산시,함라면,다망리,36.025303,126.912738,B
12615,4514033025,전라북도,익산시,함라면,신등리,36.031469,126.896923,B
12616,4514033026,전라북도,익산시,함라면,신목리,36.019954,126.894567,B
12617,4514034021,전라북도,익산시,웅포면,입점리,36.053561,126.879063,B
12618,4514034022,전라북도,익산시,웅포면,웅포리,36.065246,126.878072,B
12619,4514034023,전라북도,익산시,웅포면,송천리,36.081035,126.897115,B
12620,4514034024,전라북도,익산시,웅포면,고창리,36.092646,126.886762,B
12621,4514034025,전라북도,익산시,웅포면,맹산리,36.10688,126.889208,B
12622,4514034026,전라북도,익산시,웅포면,제성리,36.118316,126.897385,B
12623,4514034027,전라북도,익산시,웅포면,대붕암리,36.129905,126.900068,B
12624,4514035021,전라북도,익산시,성당면,장선리,36.085959,126.934609,B
12625,4514035022,전라북도,익산시,성당면,와초리,36.074302,126.931661,B
12626,4514035023,전라북도,익산시,성당면,대선리,36.065324,126.936322,B
12627,4514035024,전라북도,익산시,성당면,갈산리,36.095968,126.929008,B
12628,4514035025,전라북도,익산시,성당면,두동리,36.109931,126.92124,B
12629,4514035026,전라북도,익산시,성당면,성당리,36.127728,126.921825,B
12630,4514035027,전라북도,익산시,성당면,부곡리,36.111955,126.93613,B
12631,4514036021,전라북도,익산시,용안면,교동리,36.117812,126.953622,B
12632,4514036022,전라북도,익산시,용안면,덕용리,36.107558,126.945214,B
12633,4514036023,전라북도,익산시,용안면,중신리,36.122145,126.957978,B
12634,4514036024,전라북도,익산시,용안면,창리,36.127963,126.963604,B
12635,4514036025,전라북도,익산시,용안면,용두리,36.14329,126.962964,B
12636,4514036026,전라북도,익산시,용안면,법성리,36.136783,126.95393,B
12637,4514036027,전라북도,익산시,용안면,석동리,36.13293,126.944913,B
12638,4514036028,전라북도,익산시,용안면,난포리,36.128752,126.940067,B
12639,4514036029,전라북도,익산시,용안면,송산리,36.099751,126.964811,B
12640,4514036030,전라북도,익산시,용안면,동지산리,36.093369,126.961074,B
12641,4514036031,전라북도,익산시,용안면,칠목리,36.092307,126.972703,B
12642,4514037021,전라북도,익산시,낭산면,삼담리,36.078594,127.012434,B
12643,4514037022,전라북도,익산시,낭산면,호암리,36.067449,127.015362,B
12644,4514037023,전라북도,익산시,낭산면,석천리,36.067401,127.043801,B
12645,4514037024,전라북도,익산시,낭산면,낭산리,36.053921,127.033517,B
12646,4514037025,전라북도,익산시,낭산면,성남리,36.044396,127.020538,B
12647,4514037026,전라북도,익산시,낭산면,구평리,36.054878,127.004598,B
12648,4514037027,전라북도,익산시,낭산면,용기리,36.058881,126.98566,B
12649,4514038021,전라북도,익산시,망성면,신작리,36.140845,127.015987,B
12650,4514038022,전라북도,익산시,망성면,화산리,36.13316,126.997471,B
12651,4514038023,전라북도,익산시,망성면,장선리,36.122826,127.024893,B
12652,4514038024,전라북도,익산시,망성면,어량리,36.100487,127.031627,B
12653,4514038025,전라북도,익산시,망성면,내촌리,36.095385,127.051386,B
12654,4514038026,전라북도,익산시,망성면,무형리,36.124769,127.044734,B
12655,4514039021,전라북도,익산시,여산면,여산리,36.05861,127.085358,B
12656,4514039022,전라북도,익산시,여산면,제남리,36.053301,127.075458,B
12657,4514039023,전라북도,익산시,여산면,원수리,36.031901,127.091458,B
12658,4514039024,전라북도,익산시,여산면,호산리,36.045009,127.104724,B
12659,4514039025,전라북도,익산시,여산면,태성리,36.060338,127.109637,B
12660,4514039026,전라북도,익산시,여산면,두여리,36.074232,127.070126,B
12661,4514040021,전라북도,익산시,금마면,동고도리,35.991719,127.056103,B
12662,4514040022,전라북도,익산시,금마면,서고도리,35.991115,127.046609,B
12663,4514040023,전라북도,익산시,금마면,신용리,36.011801,127.048746,B
12664,4514040024,전라북도,익산시,금마면,산북리,36.035445,127.054066,B
12665,4514040025,전라북도,익산시,금마면,용순리,36.003972,127.031404,B
12666,4514040026,전라북도,익산시,금마면,기양리,36.01333,127.019842,B
12667,4514040027,전라북도,익산시,금마면,갈산리,35.999581,127.004032,B
12668,4514041021,전라북도,익산시,왕궁면,광암리,35.978653,127.095676,B
12669,4514041022,전라북도,익산시,왕궁면,흥암리,35.961658,127.087813,B
12670,4514041023,전라북도,익산시,왕궁면,구덕리,35.940443,127.084332,B
12671,4514041024,전라북도,익산시,왕궁면,온수리,35.929503,127.07582,B
12672,4514041025,전라북도,익산시,왕궁면,쌍제리,35.936752,127.062858,B
12673,4514041026,전라북도,익산시,왕궁면,발산리,35.95341,127.062631,B
12674,4514041027,전라북도,익산시,왕궁면,평장리,35.963228,127.063023,B
12675,4514041028,전라북도,익산시,왕궁면,동촌리,35.982998,127.081413,B
12676,4514041029,전라북도,익산시,왕궁면,도순리,35.995004,127.076284,B
12677,4514041030,전라북도,익산시,왕궁면,용화리,36.01009,127.078873,B
12678,4514041031,전라북도,익산시,왕궁면,동봉리,36.013416,127.102179,B
12679,4514041032,전라북도,익산시,왕궁면,동용리,35.997313,127.106578,B
12680,4514041033,전라북도,익산시,왕궁면,왕궁리,35.973605,127.063586,B
12681,4514042022,전라북도,익산시,춘포면,덕실리,35.909706,127.004623,B
12682,4514042023,전라북도,익산시,춘포면,삼포리,35.919958,126.999323,B
12683,4514042024,전라북도,익산시,춘포면,오산리,35.933293,127.022986,B
12684,4514042025,전라북도,익산시,춘포면,신동리,35.948651,127.020373,B
12685,4514042026,전라북도,익산시,춘포면,창평리,35.958178,127.039576,B
12686,4514042027,전라북도,익산시,춘포면,천서리,35.942696,127.034492,B
12687,4514042028,전라북도,익산시,춘포면,천동리,35.944514,127.048727,B
12688,4514042029,전라북도,익산시,춘포면,쌍정리,35.928244,127.051771,B
12689,4514042030,전라북도,익산시,춘포면,인수리,35.921679,127.034321,B
12690,4514042031,전라북도,익산시,춘포면,용연리,35.902444,127.023107,B
12691,4514042032,전라북도,익산시,춘포면,춘포리,35.898936,127.003608,B
12692,4514043021,전라북도,익산시,삼기면,간촌리,36.016086,126.980217,B
12693,4514043022,전라북도,익산시,삼기면,서두리,36.02412,126.973963,B
12694,4514043023,전라북도,익산시,삼기면,오룡리,36.030847,126.990361,B
12695,4514043024,전라북도,익산시,삼기면,연동리,36.034223,127.010135,B
12696,4514043025,전라북도,익산시,삼기면,기산리,36.018892,127.008499,B
12697,4514043026,전라북도,익산시,삼기면,용연리,36.001053,126.987364,B
12698,4514044021,전라북도,익산시,용동면,흥왕리,36.103275,126.99565,B
12699,4514044022,전라북도,익산시,용동면,구산리,36.125247,126.983019,B
12700,4514044023,전라북도,익산시,용동면,용성리,36.1143,126.987142,B
12701,4514044024,전라북도,익산시,용동면,대조리,36.11216,127.003369,B
12702,4514044025,전라북도,익산시,용동면,화실리,36.089584,126.993462,B
12703,4514044026,전라북도,익산시,용동면,화배리,36.09116,127.008981,B
12704,4518010100,전라북도,정읍시,수성동,,35.57638,126.85551,B
12705,4518010200,전라북도,정읍시,장명동,,35.566145,126.859917,B
12706,4518010300,전라북도,정읍시,상동,,35.56138,126.865989,B
12707,4518010400,전라북도,정읍시,시기동,,35.56214,126.854055,B
12708,4518010500,전라북도,정읍시,연지동,,35.57262,126.845325,B
12709,4518010600,전라북도,정읍시,농소동,,35.586971,126.842208,B
12710,4518010700,전라북도,정읍시,하모동,,35.571021,126.828629,B
12711,4518010800,전라북도,정읍시,상평동,,35.56267,126.829512,B
12712,4518010900,전라북도,정읍시,과교동,,35.548075,126.835952,B
12713,4518011000,전라북도,정읍시,삼산동,,35.54786,126.817262,B
12714,4518011100,전라북도,정읍시,진산동,,35.536283,126.831004,B
12715,4518011200,전라북도,정읍시,금붕동,,35.545133,126.888649,B
12716,4518011300,전라북도,정읍시,송산동,,35.547724,126.872708,B
12717,4518011400,전라북도,정읍시,신월동,,35.533227,126.858857,B
12718,4518011500,전라북도,정읍시,용산동,,35.518972,126.848323,B
12719,4518011600,전라북도,정읍시,교암동,,35.531192,126.843287,B
12720,4518011700,전라북도,정읍시,부전동,,35.530384,126.907729,B
12721,4518011800,전라북도,정읍시,쌍암동,,35.517356,126.899435,B
12722,4518011900,전라북도,정읍시,내장동,,35.503287,126.91756,B
12723,4518012000,전라북도,정읍시,영파동,,35.608969,126.854814,B
12724,4518012100,전라북도,정읍시,하북동,,35.593873,126.862031,B
12725,4518012200,전라북도,정읍시,구룡동,,35.574151,126.879476,B
12726,4518012300,전라북도,정읍시,흑암동,,35.599117,126.817605,B
12727,4518012400,전라북도,정읍시,용계동,,35.590012,126.821479,B
12728,4518012500,전라북도,정읍시,공평동,,35.579588,126.825155,B
12729,4518012600,전라북도,정읍시,망제동,,35.608271,126.837178,B
12730,4518012700,전라북도,정읍시,신정동,,35.508181,126.843581,B
12731,4518025021,전라북도,정읍시,신태인읍,신태인리,35.689077,126.887295,B
12732,4518025022,전라북도,정읍시,신태인읍,우령리,35.693614,126.878291,B
12733,4518025023,전라북도,정읍시,신태인읍,신덕리,35.710414,126.84667,B
12734,4518025024,전라북도,정읍시,신태인읍,청천리,35.72633,126.853205,B
12735,4518025025,전라북도,정읍시,신태인읍,화호리,35.718488,126.837818,B
12736,4518025026,전라북도,정읍시,신태인읍,육리,35.718167,126.858788,B
12737,4518025027,전라북도,정읍시,신태인읍,연정리,35.701821,126.890449,B
12738,4518025028,전라북도,정읍시,신태인읍,신용리,35.692387,126.868447,B
12739,4518025029,전라북도,정읍시,신태인읍,양괴리,35.706468,126.863196,B
12740,4518025030,전라북도,정읍시,신태인읍,구석리,35.684207,126.89295,B
12741,4518025031,전라북도,정읍시,신태인읍,백산리,35.696258,126.908483,B
12742,4518031021,전라북도,정읍시,북면,한교리,35.613156,126.899279,B
12743,4518031022,전라북도,정읍시,북면,승부리,35.589823,126.880144,B
12744,4518031023,전라북도,정읍시,북면,신평리,35.594398,126.89265,B
12745,4518031024,전라북도,정읍시,북면,복흥리,35.582164,126.904583,B
12746,4518031025,전라북도,정읍시,북면,태곡리,35.606106,126.911732,B
12747,4518031026,전라북도,정읍시,북면,보림리,35.578818,126.924414,B
12748,4518031027,전라북도,정읍시,북면,마정리,35.60241,126.931514,B
12749,4518031028,전라북도,정읍시,북면,화해리,35.609946,126.88428,B
12750,4518031029,전라북도,정읍시,북면,남산리,35.608356,126.867071,B
12751,4518031030,전라북도,정읍시,북면,장학리,35.631445,126.915838,B
12752,4518032021,전라북도,정읍시,입암면,지선리,35.520073,126.79089,B
12753,4518032022,전라북도,정읍시,입암면,단곡리,35.512461,126.793031,B
12754,4518032023,전라북도,정읍시,입암면,연월리,35.48909,126.781951,B
12755,4518032024,전라북도,정읍시,입암면,천원리,35.501538,126.793347,B
12756,4518032025,전라북도,정읍시,입암면,등천리,35.484662,126.797221,B
12757,4518032026,전라북도,정읍시,입암면,하부리,35.501187,126.807073,B
12758,4518032027,전라북도,정읍시,입암면,접지리,35.524289,126.813384,B
12759,4518032028,전라북도,정읍시,입암면,신면리,35.511336,126.818892,B
12760,4518032029,전라북도,정읍시,입암면,마석리,35.53221,126.808256,B
12761,4518032030,전라북도,정읍시,입암면,봉양리,35.514505,126.770803,B
12762,4518033021,전라북도,정읍시,소성면,주천리,35.571257,126.810418,B
12763,4518033022,전라북도,정읍시,소성면,보화리,35.553718,126.775365,B
12764,4518033023,전라북도,정읍시,소성면,등계리,35.560999,126.79434,B
12765,4518033024,전라북도,정읍시,소성면,용정리,35.54181,126.770296,B
12766,4518033025,전라북도,정읍시,소성면,화룡리,35.576934,126.757477,B
12767,4518033026,전라북도,정읍시,소성면,고교리,35.584052,126.769224,B
12768,4518033027,전라북도,정읍시,소성면,애당리,35.528222,126.775454,B
12769,4518033028,전라북도,정읍시,소성면,중광리,35.538836,126.789864,B
12770,4518033029,전라북도,정읍시,소성면,신천리,35.566132,126.784135,B
12771,4518033030,전라북도,정읍시,소성면,기린리,35.56977,126.767449,B
12772,4518034021,전라북도,정읍시,고부면,관청리,35.61451,126.74634,B
12773,4518034022,전라북도,정읍시,고부면,백운리,35.578844,126.732731,B
12774,4518034023,전라북도,정읍시,고부면,만화리,35.61264,126.758676,B
12775,4518034024,전라북도,정읍시,고부면,신중리,35.600374,126.757281,B
12776,4518034025,전라북도,정읍시,고부면,고부리,35.618944,126.770941,B
12777,4518034026,전라북도,정읍시,고부면,덕안리,35.595692,126.7734,B
12778,4518034027,전라북도,정읍시,고부면,신흥리,35.617529,126.722886,B
12779,4518034028,전라북도,정읍시,고부면,강고리,35.595003,126.742432,B
12780,4518034029,전라북도,정읍시,고부면,남복리,35.61687,126.775784,B
12781,4518034030,전라북도,정읍시,고부면,장문리,35.62412,126.780361,B
12782,4518034031,전라북도,정읍시,고부면,용흥리,35.626858,126.752228,B
12783,4518034032,전라북도,정읍시,고부면,입석리,35.602773,126.776817,B
12784,4518034033,전라북도,정읍시,고부면,만수리,35.589942,126.792718,B
12785,4518035021,전라북도,정읍시,영원면,은선리,35.64786,126.784693,B
12786,4518035022,전라북도,정읍시,영원면,신영리,35.633727,126.757028,B
12787,4518035023,전라북도,정읍시,영원면,장재리,35.669913,126.778468,B
12788,4518035024,전라북도,정읍시,영원면,풍월리,35.644727,126.751725,B
12789,4518035025,전라북도,정읍시,영원면,앵성리,35.657827,126.768606,B
12790,4518035026,전라북도,정읍시,영원면,운학리,35.656662,126.788881,B
12791,4518035027,전라북도,정읍시,영원면,후지리,35.638611,126.770148,B
12792,4518036021,전라북도,정읍시,덕천면,하학리,35.628064,126.815885,B
12793,4518036022,전라북도,정읍시,덕천면,상학리,35.618945,126.813597,B
12794,4518036023,전라북도,정읍시,덕천면,신월리,35.639885,126.841611,B
12795,4518036024,전라북도,정읍시,덕천면,우덕리,35.620715,126.840046,B
12796,4518036025,전라북도,정읍시,덕천면,달천리,35.639399,126.850351,B
12797,4518036026,전라북도,정읍시,덕천면,도계리,35.639327,126.815965,B
12798,4518037021,전라북도,정읍시,이평면,장내리,35.674232,126.816532,B
12799,4518037022,전라북도,정읍시,이평면,청량리,35.677728,126.79761,B
12800,4518037023,전라북도,정읍시,이평면,팔선리,35.667829,126.853459,B
12801,4518037024,전라북도,정읍시,이평면,산매리,35.646364,126.816418,B
12802,4518037025,전라북도,정읍시,이평면,두지리,35.660948,126.839648,B
12803,4518037026,전라북도,정읍시,이평면,평령리,35.656789,126.826868,B
12804,4518037027,전라북도,정읍시,이평면,창동리,35.660685,126.811325,B
12805,4518037028,전라북도,정읍시,이평면,하송리,35.669652,126.845673,B
12806,4518037029,전라북도,정읍시,이평면,마항리,35.673375,126.840684,B
12807,4518037030,전라북도,정읍시,이평면,두전리,35.681356,126.838231,B
12808,4518037031,전라북도,정읍시,이평면,오금리,35.660323,126.848093,B
12809,4518038021,전라북도,정읍시,정우면,우일리,35.617834,126.867732,B
12810,4518038022,전라북도,정읍시,정우면,산북리,35.664456,126.882882,B
12811,4518038023,전라북도,정읍시,정우면,대사리,35.666585,126.902326,B
12812,4518038024,전라북도,정읍시,정우면,화천리,35.648282,126.912304,B
12813,4518038025,전라북도,정읍시,정우면,회룡리,35.656272,126.899117,B
12814,4518038026,전라북도,정읍시,정우면,장순리,35.640459,126.888855,B
12815,4518038027,전라북도,정읍시,정우면,초강리,35.642344,126.873701,B
12816,4518038028,전라북도,정읍시,정우면,대산리,35.625254,126.865571,B
12817,4518038030,전라북도,정읍시,정우면,수금리,35.652679,126.878293,B
12818,4518038031,전라북도,정읍시,정우면,우산리,35.630712,126.890831,B
12819,4518039021,전라북도,정읍시,태인면,박산리,35.685196,126.928429,B
12820,4518039022,전라북도,정읍시,태인면,오봉리,35.66679,126.9332,B
12821,4518039023,전라북도,정읍시,태인면,궁사리,35.678386,126.916772,B
12822,4518039024,전라북도,정읍시,태인면,태성리,35.653312,126.942729,B
12823,4518039025,전라북도,정읍시,태인면,거산리,35.642456,126.944172,B
12824,4518039026,전라북도,정읍시,태인면,증산리,35.677847,126.950681,B
12825,4518039027,전라북도,정읍시,태인면,태흥리,35.654115,126.949186,B
12826,4518039028,전라북도,정읍시,태인면,고천리,35.669122,126.954827,B
12827,4518039029,전라북도,정읍시,태인면,낙양리,35.668022,126.92164,B
12828,4518039030,전라북도,정읍시,태인면,태창리,35.651997,126.93773,B
12829,4518039031,전라북도,정읍시,태인면,태남리,35.611002,126.947963,B
12830,4518039032,전라북도,정읍시,태인면,매계리,35.622636,126.93396,B
12831,4518039033,전라북도,정읍시,태인면,오류리,35.617694,126.940026,B
12832,4518039034,전라북도,정읍시,태인면,태서리,35.63039,126.923739,B
12833,4518040021,전라북도,정읍시,감곡면,승방리,35.721915,126.892414,B
